scenario,emergency_id,accident_time,blockage_time,initial_route,replanned_route,initial_eta,replanned_eta,replanning_time,replanning_latency,ambulance_completion_time,number_of_replans,route_changed,completed
S05_dynamic_blockage,EM001,300,307,E13 -> E5 -> E7 -> E23,E13 -> E5 -> E19 -> E11,25.3169,27.8379,307,0,333,1,True,True
